ETF,DEA_Score,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity
SPYG,0.9721,0.4085272409731956,0.11142857142857145,0.7136178304356177,0.21812627291242365,0.687142513580242,0.4145816503963744
XYLD,0.957,0.1794842303446445,0.7514285714285719,0.3944505720332112,1.0,0.24188607003649729,0.4960458397798376
IUSG,0.9556,0.4053686174627395,0.11142857142857145,0.6997344384413872,0.21812627291242365,0.47820400407594665,0.34323425113298733
SCHG,0.9533,0.4362981732506716,0.11142857142857145,0.7152542341909099,0.18757637474541752,0.8577856065870402,0.38695455727918726
SPYV,0.9326,0.24216822248206998,0.11142857142857145,0.4940464354311108,0.4706720977596742,0.6402481577751648,1.0
IUSV,0.9299,0.24876890825661743,0.11142857142857145,0.4898115211900277,0.4686354378818738,0.474408558439407,1.0
DGRO,0.9109,0.1779633504680837,0.1571428571428572,0.5146289409562197,0.5276985743380856,0.6038454423862283,0.8722647425277599
ILCG,0.9091,0.43106131455820407,0.11142857142857145,0.6793301008293336,0.20183299389002038,0.17396252882137653,0.31368484466777113
MGC,0.9076,0.31051525415700765,0.12285714285714289,0.6529036877560118,0.3077393075356416,0.29434125152265206,0.4945671372044307
SPSM,0.9074,0.5207253891815511,0.1,0.4027340094678734,0.4238289205702649,0.4976862608788413,0.8847597792899489
VB,0.9064,0.45831156004188467,0.1,0.4719728015259702,0.3729124236252547,0.6071702833391891,0.8667688979558307
SCHV,0.9039,0.20964558914868858,0.11142857142857145,0.5068197042747661,0.5012219959266803,0.4984657962833563,0.9399153853526295
MGK,0.895,0.4438242741212163,0.12285714285714289,0.7209336790501489,0.1794297352342159,0.5935422044183225,0.29621150923504524
VONV,0.8888,0.22082278776304975,0.1342857142857143,0.5051997467883712,0.4706720977596742,0.4387090532212421,1.0
VIG,0.879,0.19864177693791624,0.11142857142857145,0.4930377309387364,0.42790224032586566,0.6711125867077281,0.768706272163424
SCHC,0.8612,0.2576797884021088,0.1571428571428572,0.5373275330794619,0.8433808553971487,0.27409701090864286,0.9566493694976519
IJH,0.8528,0.42428661023797876,0.12285714285714289,0.4451599011335592,0.3688391038696538,0.9332191487180039,0.812106192751619
VOE,0.8429,0.2766873723278223,0.12285714285714289,0.4909846883713763,0.5052953156822811,0.41491911524952074,0.9967714993770281
FCOM,0.837,0.38386427020054076,0.16171428571428578,0.7769551530043604,0.3036659877800407,0.13064224924105516,0.1
