ETF,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity,Out_Sentiment
DON,0.3585300602489615,0.5000000000000003,0.42321235528996526,0.5908350305498983,0.200587933899538,0.8402631542916604,0.3825524324295282
TECL,1.0,1.0,1.0,1.0,0.4236370409227833,0.1,1.0
TDIV,0.4369629873499866,0.6371428571428576,0.7203909521765344,0.40549898167006115,0.21217353592580512,0.12287059983296138,0.7568705757828934
DEM,0.24114301566250382,0.7857142857142863,0.5372069271075476,0.9798370672097761,0.2254566619749672,,0.9016071308641446
IXJ,0.2622636706000383,0.5228571428571432,0.2632943186211814,0.39531568228105907,0.20045481998896525,0.11085614140777962,0.9748080947558169
EUFN,0.31228955755071786,0.6257142857142861,0.9156821721988314,0.8759674134419553,0.28607322799638113,,0.2937151469075142
USRT,0.33125539366845025,0.1571428571428572,0.3535733706886982,0.6885947046843178,0.22476473449354703,0.1,0.2375392823466518
IWX,0.17243850758677876,0.2942857142857145,0.5174714044306554,0.43808553971486763,0.1967502565870658,1.0,1.0
AIA,0.4785707824384995,0.6371428571428576,0.7445998599935221,0.3973523421588595,0.22914075108534446,,0.6611416259896143
SUSA,0.3040874914173102,0.35142857142857165,0.5513178258215254,0.2975560081466395,0.2129276357854914,0.5525199556389228,1.0
XT,0.4066908617882389,0.5914285714285719,0.4488301601424979,1.0,0.20102958902165652,0.4264852061284007,0.648460808992024
VIOO,0.521596390037671,0.14571428571428577,0.40270659901971106,0.36680244399185347,0.196385473535013,0.9035023344332325,0.575948431258244
VNQI,0.2528641012570385,0.20285714285714296,0.33008535765838026,1.0,0.20823600533818853,,0.7101376258929029
IDMO,0.23523635832562628,0.35142857142857165,0.7342716031259485,0.519551934826884,0.20129328201564095,,0.49663916656144813
AAXJ,0.3628945935131965,0.8885714285714291,0.5160241327676833,0.4584521384928718,0.26126131897030136,,0.5120569201135824
